"Sensor 13 Average (x, y, z)"
"[-0.001259999999999999, -0.048780000000000004, -0.0272492]"
"[0.01311, -0.040019999999999986, -0.0450604]"
"[0.013080000000000001, -0.03218999999999998, -0.0443344]"
"[0.011940000000000001, -0.03581999999999998, -0.04777080000000001]"
"[0.01281, -0.049499999999999975, -0.05043280000000001]"
"[0.00858, -0.05091, -0.05338520000000001]"
"[0.012450000000000001, -0.05117999999999999, -0.053869200000000006]"
"[0.012450000000000001, -0.05942999999999998, -0.0524656]"
"[0.013620000000000002, -0.05843999999999998, -0.05135240000000001]"
"[0.01071, -0.04544999999999999, -0.047044800000000005]"
"[0.015330000000000002, -0.04601999999999999, -0.04835160000000001]"
"[0.010650000000000001, -0.04688999999999999, -0.048738800000000006]"
