"Sensor 8 Average (x, y, z)"
"[0.029849999999999988, -0.07275, -0.03087920000000001]"
"[0.04070999999999999, -0.05948999999999999, -0.045447600000000005]"
"[0.03348, -0.048479999999999995, -0.0434148]"
"[0.03825, -0.057959999999999984, -0.047674]"
"[0.05042999999999998, -0.07326, -0.05149760000000001]"
"[0.04556999999999999, -0.08367, -0.0510136]"
"[0.04713000000000001, -0.07329, -0.050481200000000004]"
"[0.055049999999999995, -0.08345999999999999, -0.0480128]"
"[0.05408999999999998, -0.08478, -0.054353200000000004]"
"[0.046290000000000005, -0.07109999999999998, -0.0480128]"
"[0.04778999999999999, -0.05763, -0.0477708]"
"[0.045989999999999996, -0.06806999999999999, -0.046125200000000005]"
