"Sensor 12 Average (x, y, z)"
"[0.01956, -0.05459999999999999, -0.02720080000000001]"
"[0.03143999999999999, -0.045239999999999995, -0.04573800000000001]"
"[0.027270000000000003, -0.036359999999999996, -0.0409948]"
"[0.030059999999999996, -0.04238999999999999, -0.0444312]"
"[0.03528000000000001, -0.053939999999999995, -0.0491744]"
"[0.03443999999999999, -0.059849999999999993, -0.0490292]"
"[0.03564, -0.05466000000000001, -0.0509652]"
"[0.04152, -0.06306, -0.048884]"
"[0.040380000000000006, -0.06203999999999999, -0.05048120000000001]"
"[0.034019999999999995, -0.05289, -0.0489324]"
"[0.03882, -0.04431000000000001, -0.046173599999999995]"
"[0.03438, -0.05204999999999999, -0.0437052]"
