"Sensor 11 Average (x, y, z)"
"[-1.3914000000000002, 0.52236, -0.849178]"
"[-1.46601, 0.41930999999999996, -0.9119528]"
"[-1.52268, 0.29219999999999996, -0.9635955999999999]"
"[-1.5539999999999998, 0.15447, -0.9911835999999998]"
"[-1.5647399999999998, 0.008999999999999994, -0.9995567999999999]"
"[-1.55172, -0.13646999999999998, -0.98494]"
"[-1.46871, 0.6125999999999999, -1.0649936000000002]"
"[-1.5483000000000002, 0.48957, -1.1489192]"
"[-1.61175, 0.34359, -1.2166308]"
"[-1.64892, 0.18183, -1.2516724]"
"[-1.66161, 0.011879999999999998, -1.2609168000000004]"
"[-1.64583, -0.15708, -1.2407824]"
"[-1.5184499999999999, 0.7123499999999999, -1.3160927999999998]"
"[-1.6087799999999997, 0.5697, -1.4237343999999998]"
"[-1.67673, 0.40107000000000004, -1.5014164]"
"[-1.72065, 0.21363, -1.5533979999999998]"
"[-1.73769, 0.012899999999999991, -1.582196]"
"[-1.72107, -0.18881999999999993, -1.5530107999999998]"
"[-1.54416, 0.8205300000000001, -1.6130752]"
"[-1.63962, 0.6543899999999999, -1.7470948000000002]"
"[-1.71219, 0.45909, -1.8522195999999997]"
"[-1.7573100000000001, 0.24197999999999997, -1.9132519999999997]"
"[-1.7698200000000002, 0.00986999999999999, -1.9244808]"
"[-1.7531700000000001, -0.22056000000000003, -1.893408]"
"[-1.51584, 0.9296399999999999, -1.9199796000000005]"
"[-1.61622, 0.7494599999999999, -2.0847816]"
"[-1.69344, 0.5273399999999999, -2.2089276000000004]"
"[-1.7399999999999995, 0.2757, -2.2872388]"
"[-1.7537700000000003, 0.008909999999999994, -2.3012264000000004]"
"[-1.7356800000000001, -0.25268999999999997, -2.2613932]"
"[-1.43724, 1.0426199999999999, -2.2354992]"
"[-1.5365399999999998, 0.8390099999999999, -2.4378112]"
"[-1.61118, 0.5901, -2.5831079999999997]"
"[-1.6593300000000004, 0.30984000000000006, -2.6743903999999996]"
"[-1.67277, 0.011459999999999994, -2.6967996000000003]"
"[-1.65234, -0.28533000000000003, -2.6478188]"
