"Sensor 6 Average (x, y, z)"
"[-1.6863000000000001, -0.09245999999999999, -2.5136056]"
"[-1.6556099999999998, -0.37049999999999994, -2.4513148]"
"[-1.59606, -0.62403, -2.3236355999999994]"
"[-1.5052199999999998, -0.8436300000000001, -2.1537515999999997]"
"[-1.3977000000000002, -1.01652, -1.9530852]"
"[-1.2761999999999998, -1.14252, -1.7242016]"
"[-1.5736800000000002, -0.09996, -2.8995955999999996]"
"[-1.5453, -0.41237999999999997, -2.8252531999999997]"
"[-1.48719, -0.6972000000000002, -2.6792787999999996]"
"[-1.40163, -0.93822, -2.4756599999999995]"
"[-1.2978299999999998, -1.1300700000000001, -2.2377255999999996]"
"[-1.1802899999999998, -1.26069, -1.9714287999999998]"
"[-1.3842, -0.1134, -3.2698555999999996]"
"[-1.35981, -0.45756, -3.1818643999999994]"
"[-1.30878, -0.76527, -3.0147391999999997]"
"[-1.2299699999999998, -1.02966, -2.7811608000000003]"
"[-1.1246099999999999, -1.24149, -2.5091043999999996]"
"[-1.0239, -1.38165, -2.2055396]"
"[-1.1029799999999998, -0.14270999999999998, -3.6095268]"
"[-1.08417, -0.51066, -3.5055635999999994]"
"[-1.04013, -0.8457000000000001, -3.3126412]"
"[-0.9794999999999998, -1.12401, -3.049684]"
"[-0.9039299999999999, -1.33719, -2.7361003999999998]"
"[-0.8177399999999998, -1.48239, -2.3978812]"
"[-0.76509, -0.15653999999999998, -3.8597548000000006]"
"[-0.7542299999999998, -0.5435399999999999, -3.7511451999999994]"
"[-0.7279499999999999, -0.89319, -3.5416216]"
"[-0.6840599999999999, -1.18989, -3.2531575999999998]"
"[-0.6309599999999999, -1.41312, -2.9136316]"
"[-0.57261, -1.55958, -2.5543584]"
"[-0.38187000000000004, -0.16962, -4.018458399999999]"
"[-0.37727999999999995, -0.57489, -3.8984264000000004]"
"[-0.36699000000000004, -0.93468, -3.6777708]"
"[-0.34848, -1.2336, -3.3771584]"
"[-0.32487, -1.4585100000000002, -3.0248547999999995]"
"[-0.29381999999999997, -1.6096199999999998, -2.6397843999999995]"
