"Sensor 7 Average (x, y, z)"
"[-1.59963, -0.06147, -1.0561363999999998]"
"[-1.57278, -0.20975999999999997, -1.0269511999999998]"
"[-1.52475, -0.35078999999999994, -0.9751148000000002]"
"[-1.45368, -0.4720500000000001, -0.9053704]"
"[-1.36761, -0.57582, -0.8214448]"
"[-1.27287, -0.65427, -0.7307916000000001]"
"[-1.69974, -0.07400999999999999, -1.3281927999999998]"
"[-1.6681499999999998, -0.24609000000000006, -1.2936836000000003]"
"[-1.6141200000000004, -0.40935, -1.227424]"
"[-1.5354299999999999, -0.55032, -1.1371580000000001]"
"[-1.44132, -0.6708899999999999, -1.0329528000000001]"
"[-1.33269, -0.7593899999999999, -0.91476]"
"[-1.7704199999999999, -0.08613000000000001, -1.645842]"
"[-1.73859, -0.28964999999999996, -1.5985068]"
"[-1.6799999999999995, -0.47844, -1.5157428]"
"[-1.59324, -0.64197, -1.4052939999999998]"
"[-1.4902799999999998, -0.78297, -1.2824547999999998]"
"[-1.3701899999999998, -0.8821799999999999, -1.13256]"
"[-1.8079499999999997, -0.11235000000000003, -2.0193932]"
"[-1.7724299999999997, -0.34970999999999997, -1.9588932000000001]"
"[-1.7054699999999998, -0.5658599999999999, -1.8558496000000002]"
"[-1.6119, -0.75399, -1.712392]"
"[-1.49934, -0.9007799999999998, -1.5423628000000003]"
"[-1.37319, -1.01085, -1.3633796]"
"[-1.78152, -0.13503000000000004, -2.4079968000000003]"
"[-1.7457, -0.40352999999999994, -2.3333640000000004]"
"[-1.6779000000000002, -0.64905, -2.203652]"
"[-1.58262, -0.8598, -2.0317351999999995]"
"[-1.46718, -1.02411, -1.8279712000000001]"
"[-1.3386299999999998, -1.14126, -1.6076544000000004]"
"[-1.69626, -0.15822000000000006, -2.8092328]"
"[-1.6585800000000002, -0.46502999999999994, -2.7239036]"
"[-1.59135, -0.7389, -2.569314]"
"[-1.49835, -0.96924, -2.3575156000000006]"
"[-1.38621, -1.1478, -2.1196295999999992]"
"[-1.2585899999999997, -1.2741, -1.8587536]"
