"Sensor 16 Average (x, y, z)"
"[-0.67863, 0.40578000000000003, -0.11553080000000002]"
"[-0.7349700000000001, 0.38777999999999996, -0.14708759999999999]"
"[-0.78801, 0.36213, -0.17181999999999997]"
"[-0.8414400000000001, 0.32757, -0.200618]"
"[-0.88443, 0.28695000000000004, -0.22157519999999997]"
"[-0.9234, 0.23468999999999998, -0.2442264]"
"[-0.73308, 0.46323000000000003, -0.17332039999999999]"
"[-0.7971, 0.44709, -0.20424799999999999]"
"[-0.8603699999999997, 0.42068999999999995, -0.24538800000000002]"
"[-0.9200999999999998, 0.38103, -0.2786872]"
"[-0.9730500000000001, 0.33371999999999996, -0.3112604]"
"[-1.01778, 0.27665999999999996, -0.3397196]"
"[-0.7854, 0.53484, -0.2361436]"
"[-0.8599199999999999, 0.5162100000000001, -0.2811072]"
"[-0.9328500000000002, 0.48561, -0.3318788]"
"[-0.9998999999999999, 0.44469, -0.3766972]"
"[-1.06794, 0.39264, -0.4214187999999999]"
"[-1.1212799999999998, 0.32525999999999994, -0.4597516]"
"[-0.84339, 0.6183, -0.32350560000000006]"
"[-0.9278700000000001, 0.60249, -0.3826988]"
"[-1.0082099999999998, 0.56844, -0.44682879999999997]"
"[-1.08798, 0.5205599999999999, -0.5051992000000001]"
"[-1.16085, 0.45530999999999994, -0.5603751999999999]"
"[-1.2216599999999997, 0.37677000000000005, -0.6093559999999998]"
"[-0.8878200000000002, 0.70908, -0.41372319999999996]"
"[-0.9778200000000001, 0.6913499999999999, -0.49372839999999996]"
"[-1.0735199999999998, 0.6586799999999998, -0.570394]"
"[-1.1642999999999997, 0.6042, -0.6511735999999999]"
"[-1.2466199999999998, 0.53301, -0.7201435999999999]"
"[-1.3190099999999998, 0.44349, -0.7844188000000001]"
"[-0.9233999999999998, 0.8097, -0.5225264000000001]"
"[-1.0252499999999998, 0.79395, -0.6194715999999999]"
"[-1.1315699999999997, 0.75978, -0.7205307999999998]"
"[-1.2289499999999995, 0.7017899999999999, -0.8202831999999999]"
"[-1.3236299999999996, 0.61953, -0.9124367999999998]"
"[-1.4035499999999999, 0.5143199999999999, -0.9922483999999999]"
