"Sensor 1 Average (x, y, z)"
"[-0.4658999999999999, -1.51989, -2.9026447999999996]"
"[-0.42405000000000004, -1.63716, -2.5036836]"
"[-0.37592999999999993, -1.68189, -2.1130956]"
"[-0.33081, -1.6734899999999997, -1.7503376]"
"[-0.28668, -1.61958, -1.4233472]"
"[-0.24933, -1.5377399999999999, -1.1363352000000002]"
"[-0.15669, -1.5530399999999998, -2.967162]"
"[-0.14564999999999997, -1.66722, -2.5574076]"
"[-0.13359000000000001, -1.7143499999999998, -2.1646900000000002]"
"[-0.12050999999999999, -1.70373, -1.7913324000000002]"
"[-0.10941, -1.6457099999999998, -1.4503544000000002]"
"[-0.09558, -1.56, -1.1600028]"
"[0.16109999999999997, -1.5518399999999999, -2.952642]"
"[0.13632, -1.6655400000000002, -2.5473404]"
"[0.11586, -1.71111, -2.1507508]"
"[0.09543000000000001, -1.7000399999999998, -1.7788936000000002]"
"[0.08586, -1.6398600000000003, -1.4405292]"
"[0.07017000000000001, -1.5552299999999997, -1.1481932]"
"[0.47934000000000004, -1.5219900000000002, -2.8324164]"
"[0.42108, -1.6288200000000002, -2.4456036]"
"[0.3648, -1.6742700000000001, -2.0682772]"
"[0.30981, -1.662, -1.7106980000000003]"
"[0.26205, -1.6073400000000002, -1.3896123999999999]"
"[0.22217999999999996, -1.5240899999999997, -1.1103928]"
"[0.75315, -1.4575200000000001, -2.6676628000000004]"
"[0.6667499999999998, -1.5643799999999997, -2.3083896]"
"[0.58182, -1.6086, -1.952456]"
"[0.5001, -1.5998099999999995, -1.61535]"
"[0.42675, -1.5511499999999996, -1.3159960000000002]"
"[0.36171, -1.4705400000000002, -1.0521192]"
"[0.97578, -1.3688999999999998, -2.4500080000000004]"
"[0.8669699999999999, -1.46976, -2.1164836]"
"[0.7631399999999999, -1.5164700000000002, -1.7972856000000004]"
"[0.6597899999999998, -1.5119099999999999, -1.4976896]"
"[0.5677499999999999, -1.4673900000000002, -1.2200187999999998]"
"[0.4827, -1.3995, -0.9797612]"
