"Sensor 10 Average (x, y, z)"
"[-1.46736, 1.0188899999999999, -2.0405439999999997]"
"[-1.57155, 0.83073, -2.2267387999999997]"
"[-1.65285, 0.6011399999999999, -2.3690832]"
"[-1.70502, 0.33771, -2.4578488000000003]"
"[-1.72368, 0.055920000000000004, -2.4894540000000003]"
"[-1.7066100000000002, -0.22734, -2.4510244]"
"[-1.3637400000000002, 1.1313899999999997, -2.3507396000000003]"
"[-1.46475, 0.9257699999999999, -2.5652484]"
"[-1.54821, 0.6671699999999999, -2.7393432]"
"[-1.59624, 0.37338, -2.8468396000000005]"
"[-1.61322, 0.05859000000000001, -2.8818327999999998]"
"[-1.6008300000000002, -0.25842, -2.8381276]"
"[-1.20165, 1.23474, -2.6449148]"
"[-1.2898200000000004, 1.01022, -2.8980468]"
"[-1.3660800000000002, 0.73161, -3.0971644]"
"[-1.41045, 0.4077299999999999, -3.2192776]"
"[-1.42158, 0.05265, -3.2746472]"
"[-1.4065200000000002, -0.29618999999999995, -3.22465]"
"[-0.9627600000000001, 1.3224, -2.934685600000001]"
"[-1.0406099999999998, 1.07913, -3.2170511999999998]"
"[-1.0985700000000003, 0.77499, -3.4393524]"
"[-1.13772, 0.42168000000000005, -3.576518]"
"[-1.1540100000000002, 0.044520000000000004, -3.6166416]"
"[-1.1423100000000002, -0.3345599999999999, -3.5548832]"
"[-0.6751499999999999, 1.3909499999999997, -3.1463387999999997]"
"[-0.73224, 1.13529, -3.4492744]"
"[-0.7764299999999998, 0.81606, -3.6907904000000005]"
"[-0.80583, 0.43934999999999996, -3.8434440000000003]"
"[-0.8143799999999999, 0.038880000000000005, -3.8856488]"
"[-0.80712, -0.3616499999999999, -3.8212767999999997]"
"[-0.34917, 1.4276399999999998, -3.2831656000000007]"
"[-0.37737, 1.16328, -3.6076875999999998]"
"[-0.40256999999999993, 0.82947, -3.8598032000000004]"
"[-0.42069, 0.44616, -4.0154092]"
"[-0.42830999999999997, 0.03210000000000001, -4.0582915999999996]"
"[-0.42669, -0.38217000000000007, -3.9899508000000004]"
