"Sensor 8 Average (x, y, z)"
"[-1.0414800000000002, -0.013859999999999997, -0.2976116]"
"[-1.0277399999999999, -0.08055, -0.2900612]"
"[-1.00659, -0.14226, -0.2765576]"
"[-0.9700500000000001, -0.19878000000000007, -0.25656840000000003]"
"[-0.9283499999999999, -0.25107, -0.23512719999999998]"
"[-0.8777400000000001, -0.29468999999999995, -0.20734560000000002]"
"[-1.15272, -0.015659999999999993, -0.40670519999999993]"
"[-1.13679, -0.09632999999999996, -0.396638]"
"[-1.10829, -0.16910999999999998, -0.38211799999999996]"
"[-1.0694700000000001, -0.23751, -0.35583679999999995]"
"[-1.01898, -0.29727, -0.320892]"
"[-0.96264, -0.34652999999999995, -0.2886576]"
"[-1.2689400000000002, -0.021449999999999983, -0.5422252000000001]"
"[-1.2504300000000002, -0.11691000000000003, -0.5312868]"
"[-1.21917, -0.20346000000000003, -0.5045216]"
"[-1.17126, -0.28382999999999997, -0.4718516]"
"[-1.11537, -0.35691, -0.43801999999999996]"
"[-1.04778, -0.41231999999999996, -0.39223359999999996]"
"[-1.3938599999999999, -0.034259999999999985, -0.7236284]"
"[-1.37181, -0.14451000000000003, -0.7047524000000001]"
"[-1.33128, -0.25071, -0.6721308]"
"[-1.2768000000000002, -0.34415999999999997, -0.6250376]"
"[-1.20903, -0.42429, -0.5720396000000001]"
"[-1.1315399999999998, -0.48633, -0.5085872]"
"[-1.50819, -0.04091999999999997, -0.9300544000000001]"
"[-1.48668, -0.17376000000000003, -0.9059512]"
"[-1.4402400000000002, -0.29483999999999994, -0.8614232000000001]"
"[-1.3755600000000001, -0.40625999999999995, -0.805376]"
"[-1.29696, -0.49791, -0.7346636]"
"[-1.20753, -0.5707799999999998, -0.6543680000000001]"
"[-1.61589, -0.05066999999999999, -1.1763136]"
"[-1.58622, -0.20853, -1.1459184]"
"[-1.53417, -0.3530400000000001, -1.0877416000000002]"
"[-1.46184, -0.48042, -1.0107371999999997]"
"[-1.3748399999999998, -0.58287, -0.9201324]"
"[-1.2760500000000001, -0.6647400000000001, -0.8215416000000001]"
