"Sensor 5 Average (x, y, z)"
"[-0.5657099999999999, -0.14859, -4.0032124]"
"[-0.5592900000000001, -0.54501, -3.892086]"
"[-0.5419799999999999, -0.90405, -3.6801423999999994]"
"[-0.51279, -1.20762, -3.38679]"
"[-0.47573999999999994, -1.43781, -3.0357932]"
"[-0.43263000000000007, -1.5947399999999998, -2.656434]"
"[-0.16401, -0.15575999999999998, -4.1014644]"
"[-0.16791, -0.56229, -3.9912575999999995]"
"[-0.16784999999999997, -0.9271500000000001, -3.7733608]"
"[-0.16455, -1.2324599999999999, -3.4717803999999997]"
"[-0.15363, -1.4658600000000002, -3.1115875999999996]"
"[-0.14096999999999998, -1.61997, -2.7206124]"
"[0.24477000000000004, -0.17231999999999997, -4.0882512]"
"[0.23126999999999998, -0.5710500000000001, -3.9773183999999997]"
"[0.21533999999999995, -0.93483, -3.7602443999999995]"
"[0.19623, -1.2394500000000002, -3.4582284]"
"[0.19068000000000002, -1.4712299999999998, -3.0884524]"
"[0.16632000000000002, -1.62426, -2.7008167999999997]"
"[0.6579900000000001, -0.19556999999999997, -3.9457131999999997]"
"[0.63927, -0.5845800000000001, -3.8332799999999994]"
"[0.6021, -0.9350700000000001, -3.6224496000000004]"
"[0.55737, -1.2260399999999998, -3.3314688]"
"[0.5046299999999999, -1.44591, -2.9826015999999997]"
"[0.4521299999999999, -1.5928799999999999, -2.6102604]"
"[1.0099200000000002, -0.19676999999999997, -3.7063268]"
"[0.9789300000000001, -0.5628, -3.6024604]"
"[0.93045, -0.89754, -3.4067791999999995]"
"[0.8658, -1.1779800000000002, -3.1356907999999994]"
"[0.79023, -1.38822, -2.8101039999999995]"
"[0.70638, -1.52649, -2.4624951999999998]"
"[1.2938699999999999, -0.19674, -3.3913396000000002]"
"[1.26126, -0.53931, -3.2930392]"
"[1.19883, -0.8483099999999999, -3.1150723999999994]"
"[1.1194499999999998, -1.10841, -2.8720076]"
"[1.0249800000000002, -1.30599, -2.5852375999999997]"
"[0.92055, -1.4411100000000001, -2.2673947999999995]"
