"Sensor 3 Average (x, y, z)"
"[-1.2957, -0.5771999999999999, -0.7972932]"
"[-1.194, -0.64203, -0.7073659999999999]"
"[-1.08777, -0.6841199999999998, -0.6087752000000001]"
"[-0.97827, -0.7122000000000002, -0.5138144]"
"[-0.87681, -0.71757, -0.42446800000000007]"
"[-0.7758, -0.70701, -0.3433012]"
"[-1.36362, -0.6705899999999999, -0.9956848]"
"[-1.2486899999999999, -0.74376, -0.8788956000000001]"
"[-1.12968, -0.7914, -0.7539752000000001]"
"[-1.01439, -0.81294, -0.6382992]"
"[-0.90156, -0.8158199999999999, -0.5232524]"
"[-0.79287, -0.79998, -0.426404]"
"[-1.40604, -0.7769999999999999, -1.2190991999999998]"
"[-1.2815400000000001, -0.85755, -1.06843]"
"[-1.15476, -0.9079799999999998, -0.921536]"
"[-1.0289099999999998, -0.92838, -0.7766263999999999]"
"[-0.9058199999999998, -0.9265199999999998, -0.6416388]"
"[-0.7929, -0.9050400000000001, -0.5204936]"
"[-1.41093, -0.90612, -1.4721828]"
"[-1.2824099999999998, -0.99108, -1.285262]"
"[-1.1459399999999997, -1.03872, -1.0992608]"
"[-1.01553, -1.0544099999999998, -0.9228912]"
"[-0.8911500000000001, -1.04289, -0.7607512000000001]"
"[-0.7759199999999999, -1.00896, -0.615406]"
"[-1.3793699999999998, -1.0342500000000001, -1.736834]"
"[-1.2454799999999997, -1.1240099999999997, -1.5082891999999997]"
"[-1.1112, -1.17177, -1.2911183999999998]"
"[-0.98004, -1.1852399999999998, -1.0784004]"
"[-0.8559899999999998, -1.16634, -0.8836872000000001]"
"[-0.74052, -1.1231399999999998, -0.7140452]"
"[-1.29528, -1.1602199999999998, -1.9988231999999997]"
"[-1.1650200000000002, -1.2570299999999999, -1.7359144]"
"[-1.0347600000000001, -1.3042799999999999, -1.476442]"
"[-0.9056400000000001, -1.30782, -1.2317799999999999]"
"[-0.78867, -1.2796800000000002, -1.0089948]"
"[-0.6804899999999998, -1.2250199999999998, -0.8115712]"
