"Sensor 13 Average (x, y, z)"
"[-0.25026, 1.6381199999999998, -1.47862]"
"[-0.29325, 1.6761899999999996, -1.7948655999999998]"
"[-0.34199999999999997, 1.6703700000000001, -2.14896]"
"[-0.39314999999999994, 1.60584, -2.5193651999999997]"
"[-0.44814000000000004, 1.4772900000000002, -2.8878828]"
"[-0.49799999999999994, 1.2779999999999998, -3.2273604000000002]"
"[-0.07079999999999999, 1.6617899999999999, -1.5157427999999997]"
"[-0.08597999999999999, 1.70547, -1.8468472]"
"[-0.10586999999999999, 1.6971899999999998, -2.2074271999999997]"
"[-0.12635999999999997, 1.6362299999999999, -2.5852376]"
"[-0.14514, 1.5048, -2.9662424]"
"[-0.17016, 1.29759, -3.3220792]"
"[0.11435999999999999, 1.65837, -1.5161783999999998]"
"[0.13029, 1.70001, -1.8457339999999998]"
"[0.14250000000000002, 1.6973399999999998, -2.21067]"
"[0.15528, 1.63224, -2.591578]"
"[0.17642999999999998, 1.4953499999999997, -2.975874]"
"[0.18356999999999998, 1.2858899999999998, -3.3315656000000002]"
"[0.31070999999999993, 1.62618, -1.4919783999999998]"
"[0.35501999999999995, 1.6627499999999997, -1.8131608]"
"[0.39558000000000004, 1.6552199999999997, -2.1713207999999997]"
"[0.44183999999999984, 1.5880800000000002, -2.5369828]"
"[0.48294000000000004, 1.4528999999999996, -2.9040484]"
"[0.51978, 1.2476999999999998, -3.2443004000000006]"
"[0.48080999999999996, 1.5671399999999998, -1.4221855999999997]"
"[0.54825, 1.5997199999999998, -1.7261375999999997]"
"[0.6197400000000001, 1.5884999999999998, -2.061356]"
"[0.69078, 1.51896, -2.4094488]"
"[0.76023, 1.3869599999999997, -2.7551699999999997]"
"[0.81777, 1.1883599999999999, -3.0727223999999995]"
"[0.62388, 1.48671, -1.3264988]"
"[0.71271, 1.5111599999999998, -1.6093483999999998]"
"[0.80565, 1.4934, -1.9177532000000002]"
"[0.8989199999999998, 1.42434, -2.2311432]"
"[0.9847799999999999, 1.2992399999999997, -2.5446784]"
"[1.0637699999999999, 1.1086500000000001, -2.8317872]"
