"Sensor 9 Average (x, y, z)"
"[-0.48624, 1.5408, -3.1644404]"
"[-0.5358299999999999, 1.29213, -3.4981584000000003]"
"[-0.57678, 0.9699, -3.7633904]"
"[-0.6048899999999999, 0.5877, -3.9399051999999997]"
"[-0.6225599999999999, 0.17475, -4.012359999999999]"
"[-0.6252300000000001, -0.24537000000000003, -3.9601363999999997]"
"[-0.14754, 1.56288, -3.2499632000000003]"
"[-0.16988999999999999, 1.3076099999999997, -3.5922964000000004]"
"[-0.18852000000000002, 0.9805499999999998, -3.870306]"
"[-0.2037, 0.59199, -4.054226]"
"[-0.21282, 0.17007, -4.1260032]"
"[-0.21921, -0.25716, -4.0756672]"
"[0.20378999999999997, 1.5542699999999998, -3.250544]"
"[0.21117, 1.3002, -3.5991692]"
"[0.21534, 0.97224, -3.8731132]"
"[0.21482999999999997, 0.58071, -4.0550488]"
"[0.23030999999999996, 0.14964, -4.123002399999999]"
"[0.21666, -0.27579, -4.075764]"
"[0.5589600000000001, 1.5012299999999998, -3.1772180000000003]"
"[0.5984700000000001, 1.2447299999999997, -3.504740800000001]"
"[0.62667, 0.9207299999999999, -3.7702632]"
"[0.6397200000000001, 0.54123, -3.9387436]"
"[0.6390300000000001, 0.12765, -4.0040352]"
"[0.62289, -0.28613999999999995, -3.9518600000000004]"
"[0.8660700000000001, 1.42506, -3.0058819999999997]"
"[0.9282900000000001, 1.18272, -3.3175295999999994]"
"[0.9753899999999999, 0.87369, -3.5592875999999993]"
"[1.0024799999999998, 0.50697, -3.7173136000000007]"
"[1.0052699999999999, 0.1155, -3.7806208000000003]"
"[0.9887700000000003, -0.27834, -3.7297523999999993]"
"[1.11987, 1.33086, -2.7801444]"
"[1.2021, 1.0961699999999999, -3.0572344]"
"[1.2643199999999999, 0.80655, -3.2790516000000003]"
"[1.29933, 0.46683, -3.4217348]"
"[1.30491, 0.10167, -3.4711028000000006]"
"[1.28358, -0.26619, -3.4308823999999998]"
