"Sensor 13 Average (x, y, z)"
"[-0.70158, -0.17975999999999998, 0.596046]"
"[-0.71961, -0.27632999999999996, 0.7331389999999999]"
"[-0.7265399999999999, -0.30627, 0.8828402]"
"[-0.7115850000000001, -0.33788999999999997, 1.037333]"
"[-0.6673650000000001, -0.36669, 1.1940764000000001]"
"[-0.59601, -0.39814499999999997, 1.3461976]"
"[-0.663045, -0.31549499999999997, 0.5649006000000001]"
"[-0.68433, -0.35250000000000004, 0.6888046]"
"[-0.68661, -0.39385499999999996, 0.8220256]"
"[-0.6698099999999999, -0.43393499999999996, 0.962797]"
"[-0.6295199999999999, -0.47418, 1.1060367999999998]"
"[-0.5608949999999999, -0.51408, 1.2455982]"
"[-0.6226799999999999, -0.36732, 0.5200579999999999]"
"[-0.6383549999999999, -0.41007, 0.629563]"
"[-0.642495, -0.4594499999999999, 0.7514826]"
"[-0.6228300000000001, -0.5066700000000001, 0.8785810000000001]"
"[-0.58443, -0.5554650000000001, 1.0091400000000001]"
"[-0.51759, -0.60003, 1.1324148]"
"[-0.57723, -0.4093499999999999, 0.4654386]"
"[-0.588705, -0.4602149999999998, 0.5641504]"
"[-0.5878650000000001, -0.5119049999999999, 0.6713079999999999]"
"[-0.56973, -0.5632799999999999, 0.7805226000000001]"
"[-0.530655, -0.618975, 0.8904631999999999]"
"[-0.46909500000000004, -0.6659700000000001, 1.0026544]"
"[-0.525855, -0.438045, 0.4127793999999999]"
"[-0.532485, -0.48996000000000006, 0.49457539999999994]"
"[-0.53133, -0.54288, 0.5874307999999999]"
"[-0.512685, -0.59931, 0.682319]"
"[-0.47482499999999994, -0.652065, 0.7813453999999999]"
"[-0.42230999999999996, -0.70167, 0.8715388000000001]"
"[-0.47470499999999993, -0.453735, 0.3548204]"
"[-0.48141, -0.504675, 0.4267427999999999]"
"[-0.47743500000000005, -0.5598299999999999, 0.5061671999999999]"
"[-0.45629999999999993, -0.616245, 0.5835346]"
"[-0.42438, -0.6699450000000001, 0.6655726]"
"[-0.3715200000000001, -0.7168349999999999, 0.746449]"
