"Sensor 1 Average (x, y, z)"
"[-0.307515, 0.36134999999999995, 0.16659279999999999]"
"[-0.309975, 0.337515, 0.19616519999999996]"
"[-0.29866499999999996, 0.37571999999999994, 0.2284722]"
"[-0.279735, 0.4145999999999999, 0.26535299999999995]"
"[-0.25281, 0.451185, 0.29782939999999997]"
"[-0.21802499999999997, 0.48492, 0.33369380000000004]"
"[-0.355695, 0.309, 0.2073214]"
"[-0.35362499999999997, 0.353175, 0.2492358]"
"[-0.341895, 0.398175, 0.29490120000000003]"
"[-0.32503499999999996, 0.440235, 0.33766260000000003]"
"[-0.293325, 0.48196500000000003, 0.38160979999999994]"
"[-0.2535, 0.519525, 0.4205718]"
"[-0.39850499999999994, 0.319815, 0.25385800000000003]"
"[-0.39849, 0.36401999999999995, 0.30845320000000004]"
"[-0.38771999999999995, 0.410715, 0.35999919999999996]"
"[-0.36721499999999996, 0.46016999999999997, 0.4154414]"
"[-0.33558, 0.504015, 0.4686088]"
"[-0.29225999999999996, 0.5434650000000001, 0.5173234]"
"[-0.44453999999999994, 0.31593, 0.30649299999999996]"
"[-0.44911500000000004, 0.364965, 0.3683966]"
"[-0.44126999999999994, 0.414375, 0.4336640000000001]"
"[-0.417975, 0.46713, 0.5039408]"
"[-0.383055, 0.5151000000000001, 0.5729592]"
"[-0.33358499999999996, 0.55947, 0.6331687999999999]"
"[-0.49319999999999986, 0.30768, 0.3619352]"
"[-0.4986, 0.355515, 0.436568]"
"[-0.4902899999999999, 0.40721999999999997, 0.5133546]"
"[-0.46799999999999997, 0.459015, 0.595441]"
"[-0.432795, 0.51258, 0.6766077999999999]"
"[-0.3764100000000001, 0.555585, 0.7530314]"
"[-0.5414249999999999, 0.289455, 0.4169902]"
"[-0.5496599999999999, 0.336135, 0.5018837999999999]"
"[-0.5444249999999999, 0.38611500000000004, 0.5922707999999999]"
"[-0.5201399999999999, 0.438375, 0.6924103999999999]"
"[-0.481665, 0.49152, 0.7905414]"
"[-0.42303, 0.538095, 0.8807831999999999]"
