"Sensor 12 Average (x, y, z)"
"[0.5950650000000001, 0.30465, 1.3668644]"
"[0.6828899999999999, 0.189075, 1.2092739999999997]"
"[0.7277700000000001, 0.155715, 1.0454157999999998]"
"[0.74262, 0.12567, 0.8827434]"
"[0.73587, 0.09651, 0.7325581999999998]"
"[0.71025, 0.06723, 0.6011279999999999]"
"[0.63477, 0.07600499999999999, 1.434576]"
"[0.70869, 0.057914999999999994, 1.265781]"
"[0.752535, 0.03890999999999999, 1.0920734]"
"[0.7674000000000001, 0.021045, 0.9218506]"
"[0.7597499999999998, 0.005024999999999998, 0.7643085999999999]"
"[0.7332750000000001, -0.009509999999999994, 0.6246262]"
"[0.64431, -0.07261500000000001, 1.4615832]"
"[0.7192649999999999, -0.07563000000000002, 1.2861815999999997]"
"[0.7612350000000001, -0.07875000000000001, 1.1052624]"
"[0.7766549999999999, -0.08197500000000002, 0.9367578000000001]"
"[0.766605, -0.08702999999999998, 0.7761908]"
"[0.738645, -0.08670000000000003, 0.6344272]"
"[0.642795, -0.22359, 1.4500882]"
"[0.7164600000000001, -0.21377999999999997, 1.2771308]"
"[0.7591050000000001, -0.20175, 1.1026245999999997]"
"[0.77418, -0.19025999999999998, 0.9258677999999999]"
"[0.7619399999999998, -0.18033, 0.772343]"
"[0.7365600000000001, -0.16992, 0.6311844]"
"[0.6257849999999999, -0.36666, 1.4000183999999998]"
"[0.69702, -0.3426599999999999, 1.2351196]"
"[0.7420950000000001, -0.31476, 1.0680428]"
"[0.7548600000000001, -0.289665, 0.9027568]"
"[0.745725, -0.26592000000000005, 0.7496434000000001]"
"[0.722415, -0.24226499999999995, 0.6145831999999999]"
"[0.5988600000000002, -0.4925249999999998, 1.3204246]"
"[0.6687150000000001, -0.45736499999999997, 1.1652783999999998]"
"[0.7091999999999999, -0.41861999999999994, 1.0093093999999998]"
"[0.725235, -0.380565, 0.8561476]"
"[0.71778, -0.34421999999999997, 0.7126416]"
"[0.6959700000000001, -0.313245, 0.5853011999999997]"
