"Sensor 2 Average (x, y, z)"
"[-0.23541, 0.53862, 0.3388]"
"[-0.20012999999999997, 0.5036700000000001, 0.36254020000000003]"
"[-0.15336, 0.5265749999999999, 0.38734520000000006]"
"[-0.10008, 0.5439299999999999, 0.4053742]"
"[-0.045524999999999996, 0.55308, 0.4141588]"
"[0.012674999999999999, 0.5553149999999999, 0.4161674000000001]"
"[-0.272895, 0.50508, 0.42086219999999996]"
"[-0.23017499999999996, 0.53928, 0.4601872000000001]"
"[-0.17659499999999997, 0.56775, 0.4940187999999999]"
"[-0.11709, 0.588615, 0.5162102]"
"[-0.050535, 0.5971799999999999, 0.5304156000000001]"
"[0.017205000000000005, 0.5980349999999999, 0.5312384]"
"[-0.31399499999999997, 0.52716, 0.5196465999999998]"
"[-0.26539499999999994, 0.566295, 0.5665703999999999]"
"[-0.20267999999999997, 0.5994, 0.6049273999999999]"
"[-0.13044, 0.620475, 0.6397754]"
"[-0.058545, 0.63162, 0.6533515999999999]"
"[0.021029999999999993, 0.6311849999999999, 0.6538356]"
"[-0.35953499999999994, 0.539955, 0.6269977999999999]"
"[-0.30312000000000006, 0.583665, 0.6878124]"
"[-0.23520000000000002, 0.61512, 0.7376402]"
"[-0.15374999999999997, 0.6401399999999999, 0.7758761999999999]"
"[-0.063915, 0.6536249999999999, 0.8006812]"
"[0.026835000000000005, 0.6530400000000001, 0.8010925999999999]"
"[-0.40613999999999995, 0.5380649999999999, 0.7450937999999999]"
"[-0.34421999999999997, 0.58185, 0.8155158]"
"[-0.26376, 0.6188099999999999, 0.8787262]"
"[-0.17299499999999998, 0.6446099999999999, 0.9236656]"
"[-0.07344, 0.65886, 0.9503339999999999]"
"[0.03023999999999999, 0.6588749999999999, 0.9540366]"
"[-0.455535, 0.51606, 0.8726036]"
"[-0.3851550000000001, 0.56406, 0.9598204]"
"[-0.29796, 0.6002999999999998, 1.0326624000000002]"
"[-0.19446, 0.6268199999999999, 1.0865316]"
"[-0.080595, 0.6409799999999999, 1.1216941999999999]"
"[0.03925500000000002, 0.638745, 1.1219603999999999]"
