"Sensor 10 Average (x, y, z)"
"[-0.6694049999999999, 0.302055, 1.3118577999999999]"
"[-0.568275, 0.25771499999999997, 1.4687705999999998]"
"[-0.444045, 0.28201499999999996, 1.5964498000000003]"
"[-0.292335, 0.30126, 1.6844652]"
"[-0.12334499999999998, 0.31079999999999997, 1.7330104000000002]"
"[0.05226, 0.310095, 1.7374390000000002]"
"[-0.683325, 0.08952, 1.3876764]"
"[-0.5842499999999999, 0.10314, 1.5439842000000001]"
"[-0.45561000000000007, 0.11641499999999999, 1.6739381999999998]"
"[-0.299925, 0.12443999999999998, 1.7703751999999997]"
"[-0.1248, 0.13218, 1.8221148]"
"[0.05644500000000001, 0.13280999999999998, 1.8249220000000002]"
"[-0.6869999999999999, -0.05500500000000001, 1.4144416]"
"[-0.5903099999999999, -0.05104500000000001, 1.5746698]"
"[-0.45877499999999993, -0.049305, 1.7070196]"
"[-0.3, -0.05053499999999998, 1.8052716]"
"[-0.12322499999999997, -0.04699499999999998, 1.8584631999999999]"
"[0.06310500000000002, -0.04725, 1.8589955999999996]"
"[-0.6808350000000001, -0.20434499999999994, 1.4020028]"
"[-0.5800949999999999, -0.21559499999999995, 1.5604402]"
"[-0.45396, -0.22378499999999996, 1.6931287999999998]"
"[-0.29284499999999997, -0.23134499999999997, 1.789832]"
"[-0.118215, -0.23846999999999996, 1.8421766000000002]"
"[0.065025, -0.23823, 1.8461454]"
"[-0.658665, -0.34403999999999996, 1.3552242]"
"[-0.5632799999999999, -0.36830999999999997, 1.5095475999999999]"
"[-0.4339499999999999, -0.38555999999999996, 1.6374688]"
"[-0.28141499999999997, -0.399885, 1.7311711999999997]"
"[-0.11101499999999999, -0.408915, 1.7811926]"
"[0.067485, -0.410475, 1.7837094]"
"[-0.62589, -0.47069999999999995, 1.2819466]"
"[-0.53157, -0.5034150000000001, 1.4242668]"
"[-0.41016, -0.5313300000000001, 1.5425080000000002]"
"[-0.2625, -0.551835, 1.6300636000000002]"
"[-0.100755, -0.56403, 1.675366]"
"[0.06837, -0.56289, 1.6787298]"
