"Sensor 2 Average (x, y, z)"
"[-4.17837, 1.7678399999999999, 4.684539200000001]"
"[-3.8062199999999993, 2.3235, 4.1212599999999995]"
"[-3.3613499999999994, 2.6841299999999997, 3.4660691999999997]"
"[-2.89329, 2.85747, 2.7966488]"
"[-2.438609999999999, 2.8688700000000003, 2.1705463999999997]"
"[-2.01918, 2.76828, 1.6207224000000002]"
"[-4.07877, 2.1189299999999998, 5.9367924]"
"[-3.6878100000000003, 2.7615599999999993, 5.1994668000000015]"
"[-3.2289, 3.1643099999999995, 4.3461748]"
"[-2.7528, 3.33654, 3.4925924]"
"[-2.2961699999999996, 3.32052, 2.6956379999999998]"
"[-1.8787800000000001, 3.1632300000000004, 2.0074384]"
"[-3.6674399999999996, 2.46783, 7.2464964]"
"[-3.2954999999999997, 3.19605, 6.3110696]"
"[-2.8615799999999996, 3.6408, 5.252852]"
"[-2.4177599999999995, 3.80469, 4.1945376]"
"[-1.99434, 3.7529700000000004, 3.2188904]"
"[-1.62012, 3.5465099999999996, 2.3822964]"
"[-2.92602, 2.7699, 8.433119199999998]"
"[-2.6084699999999996, 3.57672, 7.320645200000001]"
"[-2.2513799999999997, 4.04808, 6.061180400000001]"
"[-1.8867299999999996, 4.21017, 4.814928800000001]"
"[-1.54377, 4.1232299999999995, 3.6790776]"
"[-1.2401099999999998, 3.86751, 2.7119004]"
"[-1.8593999999999997, 2.99601, 9.3411516]"
"[-1.6476299999999997, 3.858329999999999, 8.088414400000001]"
"[-1.4115299999999997, 4.35063, 6.675666799999999]"
"[-1.1691300000000002, 4.50306, 5.283586]"
"[-0.9472500000000001, 4.39023, 4.0203944]"
"[-0.7544100000000001, 4.09809, 2.9583532]"
"[-0.57225, 3.0990599999999997, 9.8230704]"
"[-0.49383000000000005, 3.99282, 8.4957004]"
"[-0.4131, 4.501739999999999, 6.996171600000001]"
"[-0.33122999999999997, 4.64826, 5.5276672]"
"[-0.26070000000000004, 4.52262, 4.202281599999999]"
"[-0.198, 4.20972, 3.0802243999999996]"
