"Sensor 8 Average (x, y, z)"
"[3.9779699999999996, -2.6197199999999996, 7.10875]"
"[4.2863999999999995, -1.60599, 7.784898]"
"[4.437480000000001, -0.40218000000000004, 8.085946]"
"[4.41207, 0.84726, 7.956234000000001]"
"[4.21266, 1.9801499999999999, 7.428819200000001]"
"[3.8632500000000007, 2.88099, 6.5870948]"
"[4.335899999999999, -2.24565, 5.7685056]"
"[4.65132, -1.37523, 6.2926292]"
"[4.80516, -0.35420999999999997, 6.5255784]"
"[4.774679999999999, 0.7003499999999999, 6.425148399999999]"
"[4.56207, 1.66278, 6.011183199999999]"
"[4.20552, 2.443800000000001, 5.3507652]"
"[4.38345, -1.87182, 4.4724504]"
"[4.67472, -1.1499, 4.862651200000001]"
"[4.819140000000001, -0.30677999999999994, 5.0327288]"
"[4.790699999999998, 0.5578499999999998, 4.9628391999999995]"
"[4.5884399999999985, 1.36119, 4.6549184]"
"[4.252889999999999, 2.01276, 4.1659332000000004]"
"[4.19928, -1.5324, 3.3516515999999994]"
"[4.460069999999999, -0.94251, 3.629709599999999]"
"[4.585439999999998, -0.26445, 3.7517743999999995]"
"[4.55925, 0.43749, 3.703568]"
"[4.38129, 1.0857599999999996, 3.4847031999999993]"
"[4.081829999999999, 1.6278000000000001, 3.1284792]"
"[3.8685599999999996, -1.236, 2.4166604]"
"[4.089600000000001, -0.76293, 2.6106476]"
"[4.194299999999999, -0.22331999999999996, 2.6961703999999997]"
"[4.17087, 0.33296999999999993, 2.6622903999999994]"
"[4.02342, 0.8537999999999999, 2.5059584]"
"[3.76995, 1.2927300000000002, 2.2618772]"
"[3.4654800000000003, -0.9862500000000001, 1.6803028]"
"[3.6467699999999996, -0.60798, 1.8141287999999998]"
"[3.73317, -0.18341999999999997, 1.8717731999999996]"
"[3.717029999999999, 0.24891000000000002, 1.8478636]"
"[3.59283, 0.66348, 1.7424483999999998]"
"[3.38625, 1.01778, 1.5724192000000003]"
