"Sensor 4 Average (x, y, z)"
"[3.7015350000000002, 2.77428, 7.225805400000001]"
"[3.326385, 3.4971750000000004, 6.196603599999999]"
"[2.891835, 3.907785, 5.074352800000001]"
"[2.4444, 4.02804, 3.9839976]"
"[2.0256749999999997, 3.9238049999999998, 3.0004128000000003]"
"[1.649145, 3.675719999999999, 2.180541]"
"[4.160745, 2.39202, 5.9209172]"
"[3.7571399999999984, 3.0217949999999996, 5.111257799999999]"
"[3.284505, 3.397395, 4.206807]"
"[2.79567, 3.5334299999999996, 3.3240394]"
"[2.332455, 3.4744650000000004, 2.5187359999999996]"
"[1.855395, 3.18198, 1.6581839999999999]"
"[4.214985, 2.09676, 4.430995800000001]"
"[3.8085899999999997, 2.58135, 3.8001018]"
"[3.3391799999999994, 2.87247, 3.115871]"
"[2.8562699999999994, 2.9750099999999997, 2.4476848]"
"[2.4001050000000004, 2.9264550000000003, 1.8440641999999996]"
"[1.98756, 2.77221, 1.3312178000000001]"
"[4.0896, 1.71267, 3.3492073999999996]"
"[3.7187249999999996, 2.12232, 2.887302]"
"[3.28863, 2.3815199999999996, 2.3775047999999996]"
"[2.846595, 2.49084, 1.8788154000000001]"
"[2.415555, 2.478855, 1.4146836]"
"[2.0228699999999997, 2.3753999999999995, 1.0194008]"
"[3.8043449999999996, 1.3711349999999998, 2.4454100000000003]"
"[3.48582, 1.7141399999999996, 2.1136763999999997]"
"[3.1128299999999998, 1.9374749999999994, 1.7494664]"
"[2.7196499999999992, 2.0506499999999996, 1.3781416000000002]"
"[2.336895, 2.0641950000000002, 1.0399224]"
"[1.9784250000000003, 2.002709999999999, 0.7367448]"
"[3.4373699999999996, 1.090995, 1.7244436]"
"[3.1716599999999997, 1.3728449999999999, 1.492414]"
"[2.8589249999999997, 1.56765, 1.2312718]"
"[2.526074999999999, 1.67361, 0.9692341999999999]"
"[2.194155, 1.703835, 0.7242333999999998]"
"[1.8800850000000002, 1.669725, 0.5019564]"
