"Sensor 15 Average (x, y, z)"
"[-0.20529, -2.58495, 0.5536476]"
"[-0.26253, -3.01464, 0.9322324]"
"[-0.33546, -3.4893, 1.4577596000000002]"
"[-0.42932999999999993, -3.98292, 2.1646416]"
"[-0.5439599999999999, -4.443, 3.0906303999999998]"
"[-0.68076, -4.810949999999999, 4.2654436]"
"[0.01464, -2.6068499999999997, 0.5605688]"
"[0.02183999999999999, -3.04035, 0.9432191999999999]"
"[0.029459999999999993, -3.5201699999999994, 1.4741672000000001]"
"[0.04179, -4.02024, 2.189132]"
"[0.05999999999999999, -4.49118, 3.1282855999999994]"
"[0.08082, -4.8669, 4.3197]"
"[0.24068999999999993, -2.5671599999999994, 0.5374820000000001]"
"[0.31005000000000005, -2.9900999999999995, 0.9105492]"
"[0.4008300000000001, -3.45768, 1.4249444]"
"[0.51699, -3.94101, 2.1194359999999994]"
"[0.65958, -4.391489999999999, 3.0269360000000005]"
"[0.82926, -4.748759999999999, 4.167482]"
"[0.44712, -2.4764399999999998, 0.4924216]"
"[0.5710500000000001, -2.8705799999999995, 0.8406111999999999]"
"[0.7324200000000001, -3.3066299999999997, 1.3186096]"
"[0.9360899999999999, -3.7541999999999995, 1.9593287999999998]"
"[1.18476, -4.16709, 2.7932124]"
"[1.48521, -4.4817, 3.8397656000000002]"
"[0.6283499999999997, -2.3409299999999997, 0.42751719999999993]"
"[0.7932900000000002, -2.69658, 0.7376644]"
"[1.0091999999999999, -3.08478, 1.1646976000000002]"
"[1.2812400000000002, -3.4771499999999995, 1.7313164]"
"[1.6106100000000003, -3.8352600000000003, 2.464528]"
"[1.99983, -4.0982400000000005, 3.3711084]"
"[0.7662900000000001, -2.1652499999999995, 0.3462052]"
"[0.9640199999999999, -2.4804, 0.6137603999999999]"
"[1.21689, -2.81496, 0.9833427999999999]"
"[1.52886, -3.14778, 1.4625511999999998]"
"[1.9048799999999997, -3.4372499999999997, 2.0777151999999997]"
"[2.34399, -3.6434699999999998, 2.8335779999999997]"
