"Sensor 10 Average (x, y, z)"
"[-2.390205, -2.89182, 1.9334106]"
"[-2.8570949999999997, -2.92323, 2.5233339999999997]"
"[-3.3503699999999994, -2.8114800000000004, 3.1606894000000003]"
"[-3.839564999999999, -2.5161900000000004, 3.8052322000000003]"
"[-4.281915, -2.0236799999999997, 4.387508400000001]"
"[-4.625475, -1.3473000000000002, 4.841113200000001]"
"[-2.27379, -3.3379200000000004, 2.4180398000000003]"
"[-2.7450900000000003, -3.4079099999999998, 3.1614395999999996]"
"[-3.25341, -3.3061499999999997, 3.9821099999999996]"
"[-3.7610550000000003, -2.985105, 4.817615000000001]"
"[-4.222605, -2.413395, 5.5880220000000005]"
"[-4.6257, -1.43199, 6.462150199999999]"
"[-2.0702249999999998, -3.8452200000000003, 3.1205174]"
"[-2.5148399999999995, -3.9266550000000002, 4.0787648]"
"[-2.9930100000000004, -3.7974599999999996, 5.132481200000002]"
"[-3.467895, -3.38883, 6.204855800000001]"
"[-3.8933099999999996, -2.67162, 7.1761712]"
"[-4.213514999999999, -1.6686299999999998, 7.9074468]"
"[-1.6254749999999998, -4.22526, 3.5668622]"
"[-1.99086, -4.350735, 4.6813206]"
"[-2.38887, -4.2348, 5.925829800000001]"
"[-2.7845399999999993, -3.8043, 7.197588199999999]"
"[-3.1427699999999996, -3.0150300000000003, -7.493336399999999]"
"[-3.411795, -1.891065, -6.6114158000000005]"
"[-1.0409549999999999, -4.50774, 3.8938284000000003]"
"[-1.282185, -4.66467, 5.135094800000001]"
"[-1.5461399999999998, -4.565415, 6.5277563999999995]"
"[-1.8100349999999998, -4.11801, -7.893846400000001]"
"[-2.053215, -3.2772149999999995, -6.575672399999999]"
"[-2.2302449999999996, -2.060775, -5.572800199999999]"
"[-0.36061499999999996, -4.653375, 4.066979400000001]"
"[-0.446085, -4.8316349999999995, 5.373005]"
"[-0.544665, -4.739775, 6.850487599999999]"
"[-0.642435, -4.2886500000000005, -7.4827368]"
"[-0.7313850000000001, -3.4162349999999995, -6.0860822]"
"[-0.796635, -2.147925, -5.0122072]"
