"Sensor 11 Average (x, y, z)"
"[-0.782505, -4.58625, 3.8132181999999992]"
"[-0.9738899999999999, -4.813200000000001, 5.0778618]"
"[-1.1910299999999996, -4.794989999999999, 6.5205931999999995]"
"[-1.4191799999999999, -4.428465, -7.8199154]"
"[-1.6334099999999998, -3.65631, -6.3865736]"
"[-1.8112949999999997, -2.484615, -5.249948000000001]"
"[-0.095475, -4.6718850000000005, 3.924877]"
"[-0.12911999999999998, -4.911105, 5.2290876]"
"[-0.16939499999999996, -4.899195, 6.7260996]"
"[-0.213795, -4.53669, -7.564048799999999]"
"[-0.258765, -3.7498350000000005, -6.076595799999999]"
"[-0.12199499999999999, -2.2270199999999996, -4.683304999999999]"
"[0.6942149999999999, -4.657395, 4.0953418]"
"[0.8469150000000001, -4.841115000000001, 5.406836599999999]"
"[1.0118699999999998, -4.75713, 6.883496399999999]"
"[1.178925, -4.30677, -7.456625]"
"[1.32657, -3.440145, -6.0666254]"
"[1.43919, -2.179695, -5.011287599999999]"
"[1.352505, -4.425870000000001, 3.8084265999999998]"
"[1.6510499999999997, -4.5832049999999995, 5.013586600000001]"
"[1.9742100000000002, -4.484714999999999, 6.368738200000001]"
"[2.2965900000000006, -4.047345, 7.7523974]"
"[2.590215, -3.22635, -6.845671799999999]"
"[2.81274, -2.037825, -5.897394799999998]"
"[1.882065, -4.075754999999999, 3.388]"
"[2.285925, -4.194345, 4.440821000000001]"
"[2.72118, -4.080854999999999, 5.6057364000000005]"
"[3.1553699999999996, -3.6643499999999998, 6.798191399999999]"
"[3.546945, -2.907465, 7.876059400000001]"
"[3.843345, -1.82484, -7.181712999999999]"
"[2.25117, -3.64602, 2.8901575999999998]"
"[2.714565, -3.723015, 3.7650117999999995]"
"[3.2081549999999996, -3.5954999999999995, 4.730132]"
"[3.69975, -3.2027550000000002, 5.696922000000001]"
"[4.132004999999999, -2.5314449999999997, 6.5695982]"
"[4.465259999999999, -1.57647, 7.2167546]"
