"Sensor 16 Average (x, y, z)"
"[0.702885, -2.3632649999999997, 0.4595338]"
"[0.889005, -2.720805, 0.7784898]"
"[1.121055, -3.1007849999999997, 1.2119844]"
"[1.4091900000000002, -3.477315, 1.7816282]"
"[1.76031, -3.8077799999999993, 2.5125408]"
"[2.168355, -4.038705, 3.4090055999999995]"
"[0.8463750000000001, -2.1795599999999995, 0.3710586]"
"[1.06158, -2.4895049999999994, 0.6482696000000001]"
"[1.3245149999999999, -2.8144049999999994, 1.0183602]"
"[1.648545, -3.12579, 1.4969152]"
"[2.0391000000000004, -3.39324, 2.1062470000000006]"
"[2.6264849999999997, -3.5228549999999994, 2.954239199999999]"
"[0.9979200000000001, -2.009715, 0.31242200000000003]"
"[1.235115, -2.265555, 0.5527521999999999]"
"[1.5275999999999998, -2.5210799999999995, 0.8656098]"
"[1.8784949999999998, -2.754885, 1.2632884]"
"[2.2886549999999994, -2.9341049999999997, 1.7631394]"
"[2.7549599999999996, -3.0154049999999994, 2.3457060000000003]"
"[1.048125, -1.7817599999999998, 0.21237919999999996]"
"[1.2855750000000001, -1.9885649999999997, 0.4007762]"
"[1.5742049999999999, -2.19195, 0.6530854]"
"[1.9122599999999998, -2.3660849999999995, 0.9627728]"
"[2.3043899999999997, -2.4904349999999993, 1.3406074]"
"[2.7390750000000006, -2.5316249999999996, 1.7872426000000001]"
"[1.06122, -1.560555, 0.11826539999999999]"
"[1.2874349999999999, -1.72623, 0.264748]"
"[1.556835, -1.8747749999999999, 0.45312080000000005]"
"[1.8726599999999998, -2.003925, 0.6944916]"
"[2.22477, -2.082135, 0.9743646]"
"[2.6187150000000003, -2.0922899999999998, 1.30075]"
"[1.0446000000000002, -1.3544850000000002, 0.0346302]"
"[1.254165, -1.4797950000000002, 0.14527259999999997]"
"[1.500255, -1.59333, 0.2880526]"
"[1.7791350000000001, -1.6822199999999998, 0.46456739999999996]"
"[2.09367, -1.7272349999999999, 0.6706788]"
"[2.431725, -1.7154599999999998, 0.9051042]"
