"Sensor 6 Average (x, y, z)"
"[-4.32444, -1.637085, 4.3319452]"
"[-4.58037, -0.9179550000000002, 4.6915814]"
"[-4.68138, -0.10027499999999998, 4.8365636]"
"[-4.619010000000001, 0.73059, 4.7530494]"
"[-4.3959, 1.4899049999999998, 4.4514932]"
"[-4.0437449999999995, 2.10036, 3.9787704000000006]"
"[-4.28793, -1.962315, 5.5681538]"
"[-4.560615, -1.1071799999999998, 6.0364722]"
"[-4.66782, -0.11979000000000001, 6.2294672]"
"[-4.597695000000001, 0.8812049999999999, 6.109411]"
"[-4.35927, 1.7872200000000003, 5.707642600000001]"
"[-3.86745, 2.6901149999999996, 5.048386200000001]"
"[-3.9772649999999996, -2.13504, 7.135128000000002]"
"[-4.205535, -1.0815599999999999, 7.6805476]"
"[-4.269840000000001, 0.110595, 7.854957000000001]"
"[-4.15953, 1.2957150000000002, 7.623096800000001]"
"[-3.8919449999999993, 2.3267700000000002, 7.0212912]"
"[-3.5060549999999995, 3.11577, 6.1600858]"
"[-3.2507699999999997, -2.425935, -7.4926829999999995]"
"[-3.4460999999999995, -1.23954, -6.8285382]"
"[-3.4941, 0.117345, -6.615868599999999]"
"[-3.3972449999999994, 1.45188, -6.8973388]"
"[-3.1634399999999996, 2.6210999999999998, -7.6204106]"
"[-2.8309949999999997, 3.49803, 7.195192400000001]"
"[-2.18463, -2.6625449999999997, -6.517737599999999]"
"[-2.3103449999999994, -1.3693349999999997, -5.756962199999999]"
"[-2.3404799999999994, 0.10626, -5.516801399999999]"
"[-2.2646999999999995, 1.566435, -5.8383226]"
"[-2.0975099999999993, 2.8406849999999997, -6.6633248]"
"[-1.862175, 3.7856099999999997, -7.848665]"
"[-0.87105, -2.799855, -5.9657114]"
"[-0.9128550000000001, -1.45074, -5.152083199999999]"
"[-0.9139499999999998, 0.09495, -4.8912797999999995]"
"[-0.8709749999999999, 1.6241250000000003, -5.2386224]"
"[-0.7928249999999999, 2.952825, -6.1229872]"
"[-0.6902099999999999, 3.93957, -7.3997792]"
