"Sensor 3 Average (x, y, z)"
"[-1.595415, 3.7113149999999995, -6.0630438]"
"[-1.4091749999999998, 4.598895000000001, -7.559910599999999]"
"[-1.1964000000000001, -4.780455, 6.704125999999999]"
"[-0.98529, -4.724205, 5.1806634]"
"[-0.79224, 4.88136, 3.8548422]"
"[-0.49492499999999995, 4.367805, 2.5152028000000004]"
"[0.121395, 4.099004999999999, -6.2141486]"
"[0.11197499999999999, 4.864709999999998, -7.8109855999999995]"
"[0.10175999999999996, -4.641375000000001, 6.410483199999998]"
"[0.09283499999999997, -4.683525, 4.896023]"
"[0.08120999999999998, 4.852079999999999, 3.6022426]"
"[0.07308, 4.408049999999999, 2.5551086]"
"[1.5603899999999997, 3.9686549999999996, -6.553723]"
"[1.367655, 4.718055, 7.7805903999999995]"
"[1.162755, -4.784895000000001, 6.2077355999999995]"
"[0.9620850000000001, -4.814055, 4.748935399999999]"
"[0.781935, 4.7379299999999995, 3.5015948000000003]"
"[0.6277649999999999, 4.317285, 2.4897686000000006]"
"[2.7972599999999996, 3.6848399999999994, -7.3520326]"
"[2.454135, 4.401239999999999, 7.135006999999998]"
"[2.0859749999999995, 4.723529999999999, 5.7147331999999995]"
"[1.7275349999999998, 4.717305, 4.391864399999999]"
"[1.40307, 4.478595, 3.247156]"
"[1.1241599999999998, 4.1012249999999995, 2.3151656]"
"[3.70011, 3.289125, 7.391333400000001]"
"[3.2624549999999997, 3.948194999999999, 6.230822399999998]"
"[2.7885299999999997, 4.267379999999999, 5.0172166]"
"[2.32029, 4.29336, 3.8732584000000005]"
"[1.8978599999999999, 4.103145, 2.8775252]"
"[1.5268349999999997, 3.7855499999999997, 2.062566]"
"[4.18449, 2.805255, 6.0782414]"
"[3.7119450000000005, 3.3910499999999995, 5.1545516]"
"[3.1977, 3.698699999999999, 4.1842042]"
"[2.6887049999999997, 3.757319999999999, 3.2574894000000003]"
"[2.2164900000000003, 3.6291900000000004, 2.4377144000000004]"
"[1.80039, 3.3800250000000003, 1.7564602]"
