"Sensor 11 Average (x, y, z)"
"[-0.71892, -4.898565, 3.9201821999999997]"
"[-0.9032100000000001, 4.6546650000000005, 5.2959521999999986]"
"[-1.110405, 4.648244999999999, 6.8800358]"
"[-1.3275899999999998, -4.80576, -7.298937799999999]"
"[-1.530015, -3.96594, -5.711151599999999]"
"[-1.4663849999999998, -2.2424549999999996, -4.0993106]"
"[0.12143999999999999, 4.77, 4.3776348]"
"[0.14698499999999998, 4.550009999999999, 5.8475427999999985]"
"[0.175695, 4.6403099999999995, 7.510833]"
"[0.20475, -4.68246, -6.6371888000000006]"
"[0.227775, -3.6972750000000003, -5.0869852]"
"[0.24811500000000003, -2.2666199999999996, -3.9468264]"
"[0.887025, -4.925190000000001, 4.214550999999999]"
"[1.09575, 4.702635, 5.620329]"
"[1.32372, 4.798454999999999, 7.204485199999999]"
"[1.5510599999999999, -4.53477, -7.0285028]"
"[1.7540550000000001, -3.5753099999999995, -5.5617892]"
"[1.90611, -2.1950250000000002, -4.4802186]"
"[1.55748, -4.634025, 3.871273999999999]"
"[1.9171649999999996, -4.80234, 5.142983999999999]"
"[2.3037750000000004, -4.6918799999999985, 6.569210999999999]"
"[2.69031, -4.210395, -7.8403643999999995]"
"[3.035385, -3.3135600000000003, -6.537992999999999]"
"[3.2893800000000004, -2.029875, -5.5798666]"
"[2.0785349999999996, -4.221945, 3.3925254]"
"[2.53605, -4.345845, 4.481622199999999]"
"[3.0288749999999998, -4.21836, 5.688064799999999]"
"[3.519855, -3.763185, 6.915222599999998]"
"[3.951585, -2.9499750000000002, -7.852512799999999]"
"[4.272645000000001, -1.8043200000000001, -7.055268]"
"[2.406735, -3.7083150000000002, 2.8450246000000003]"
"[2.905005, -3.777719999999999, 3.7301637999999993]"
"[3.44013, -3.6317099999999995, 4.6953082]"
"[3.9620699999999993, -3.2158499999999997, 5.661178599999999]"
"[4.42161, -2.5021349999999996, 6.513986599999999]"
"[4.758915000000001, -1.520505, 7.1253996]"
