"Sensor 12 Average (x, y, z)"
"[2.082915, -3.981674999999999, 2.9098563999999993]"
"[2.5555799999999995, -4.14864, 3.8921343999999998]"
"[3.07353, -4.097474999999999, 5.002261000000001]"
"[3.5942250000000002, -3.7502399999999994, 6.157448]"
"[4.07451, -3.0604199999999997, 7.2294354]"
"[4.6137000000000015, -1.65753, -7.8839728]"
"[2.525415, -3.47661, 2.5428391999999995]"
"[3.045015, -3.530175, 3.3362845999999995]"
"[3.5927550000000004, -3.38217, 4.2000068]"
"[4.130595, -2.9823899999999997, 5.0553558]"
"[4.594605000000001, -2.3114699999999995, 5.8055558000000005]"
"[-4.896089999999999, -1.400925, 6.340666199999999]"
"[2.6153849999999994, -2.9688899999999996, 1.99771]"
"[3.1163700000000003, -2.9809349999999992, 2.6034843999999993]"
"[3.6433499999999994, -2.8298249999999996, 3.2561583999999995]"
"[4.144185, -2.47794, 3.893175]"
"[4.58166, -1.9119150000000003, 4.4477906]"
"[-4.9344, -1.1550300000000002, 4.841621400000001]"
"[2.5791299999999997, -2.48718, 1.5009324]"
"[3.038535, -2.471025, 1.9505684]"
"[3.5100450000000003, -2.324115, 2.4278166]"
"[3.956699999999999, -2.013705, 2.889455799999999]"
"[4.340115, -1.545615, 3.2834559999999997]"
"[4.612395, -0.9378299999999999, 3.5611751999999997]"
"[2.4461399999999998, -2.0593199999999996, 1.079078]"
"[2.8509149999999996, -2.02311, 1.4015672]"
"[3.2590049999999997, -1.8803400000000001, 1.7439972]"
"[3.639105, -1.618875, 2.0656394]"
"[3.9612149999999997, -1.2351899999999998, 2.3382765999999995]"
"[4.191795, -0.7517400000000001, 2.5302551999999996]"
"[2.2525049999999998, -1.67631, 0.7383419999999999]"
"[2.592075, -1.6271849999999999, 0.9696698000000001]"
"[2.927445, -1.496475, 1.2048938]"
"[3.2382899999999997, -1.2769350000000002, 1.4265657999999999]"
"[3.498585, -0.9690150000000002, 1.60809]"
"[3.68091, -0.5903399999999999, 1.735382]"
