"Sensor 14 Average (x, y, z)"
"[-0.95928, -1.9392150000000001, 0.21838079999999999]"
"[-1.20039, -2.2066199999999996, 0.44315039999999994]"
"[-1.4957099999999999, -2.48208, 0.7510711999999999]"
"[-1.8531149999999998, -2.7412199999999998, 1.1457005999999998]"
"[-2.2729799999999996, -2.9634000000000005, 1.6449949999999995]"
"[-2.89269, -3.189645, 2.5389188000000003]"
"[-0.908745, -2.2788599999999994, 0.4000501999999999]"
"[-1.1483850000000002, -2.6124149999999995, 0.7036633999999999]"
"[-1.4446949999999998, -2.954655, 1.1212586]"
"[-1.805265, -3.2873249999999996, 1.6629998]"
"[-2.23746, -3.559439999999999, 2.3530386]"
"[-2.7304649999999997, -3.7128750000000004, 3.1849377999999997]"
"[-0.7616550000000001, -2.471085, 0.5011094]"
"[-0.9695700000000002, -2.8546349999999996, 0.8532677999999999]"
"[-1.227255, -3.2603249999999995, 1.3404863999999999]"
"[-1.5463799999999996, -3.65616, 1.9828270000000001]"
"[-1.9334399999999996, -3.992475, 2.8064256000000003]"
"[-2.3803949999999996, -4.20753, 3.8138232000000003]"
"[-0.57438, -2.6262, 0.5831473999999999]"
"[-0.734355, -3.05253, 0.9810921999999999]"
"[-0.9337050000000001, -3.50751, 1.524237]"
"[-1.18167, -3.95925, 2.2569646]"
"[-1.4858100000000003, -4.358085, 3.1967232000000005]"
"[-1.837815, -4.626060000000001, 4.3628002]"
"[-0.34872, -2.7362549999999994, 0.6439135999999999]"
"[-0.447615, -3.19155, 1.0728343999999999]"
"[-0.570105, -3.6862049999999997, 1.660604]"
"[-0.7251449999999999, -4.17825, 2.4512180000000003]"
"[-0.9074699999999999, -4.61904, 3.4789194]"
"[-1.1239499999999998, -4.929915, 4.756461600000001]"
"[-0.10633499999999999, -2.77026, 0.6812541999999998]"
"[-0.13510499999999998, -3.23658, 1.1219603999999999]"
"[-0.16933499999999999, -3.736859999999999, 1.7289932]"
"[-0.21005999999999997, -4.240785, 2.5454528]"
"[-0.25529999999999997, -4.695029999999999, 3.6031864000000007]"
"[-0.30439499999999997, 4.818239999999999, 4.922618799999999]"
