"Sensor 1 Average (x, y, z)"
"[-2.8538100000000006, 0.6864449999999999, 0.8829853999999999]"
"[-2.662785, 0.9038849999999997, 0.7672852]"
"[-2.4347249999999994, 1.0707449999999998, 0.6325879999999999]"
"[-2.184, 1.1801249999999999, 0.49421239999999994]"
"[-1.9244249999999996, 1.2365699999999997, 0.3567564]"
"[-1.6278, 1.2814649999999999, 0.21714660000000002]"
"[-3.2557499999999995, 0.9996750000000001, 1.3998005999999998]"
"[-2.9972549999999996, 1.258125, 1.2086689999999998]"
"[-2.697465, 1.43826, 0.9987098]"
"[-2.3794649999999993, 1.542345, 0.7839106]"
"[-2.064135, 1.5772050000000002, 0.5774119999999998]"
"[-1.7663849999999999, 1.5499349999999998, 0.3977995999999999]"
"[-3.6461250000000005, 1.266165, 2.0465698000000003]"
"[-3.329475, 1.57983, 1.7711253999999998]"
"[-2.9662199999999994, 1.78995, 1.4665199999999998]"
"[-2.590875, 1.8977549999999996, 1.1600028]"
"[-2.2220399999999993, 1.916655, 0.8734506]"
"[-1.8769650000000004, 1.8651599999999997, 0.6195442]"
"[-3.9808799999999995, 1.5876599999999998, 2.8673369999999996]"
"[-3.6072750000000005, 1.9669949999999998, 2.4767974]"
"[-3.1823399999999995, 2.2050449999999997, 2.0456986]"
"[-2.7471600000000005, 2.3111400000000004, 1.6199238]"
"[-2.3282849999999997, 2.308185, 1.2290212]"
"[-1.942695, 2.2191, 0.8846067999999999]"
"[-4.19493, 1.9616249999999997, 3.8688540000000002]"
"[-3.769589999999999, 2.407575, 3.3268224]"
"[-3.2952600000000003, 2.6743200000000003, 2.7419567999999996]"
"[-2.81271, 2.77392, 2.162028]"
"[-2.3535749999999993, 2.7359249999999995, 1.6370332]"
"[-1.9421100000000002, 2.5998300000000003, 1.1875907999999997]"
"[-4.174485, 2.354445, 5.0056732]"
"[-3.7217399999999996, 2.8704449999999997, 4.285941000000001]"
"[-3.22122, 3.15837, 3.5104278]"
"[-2.7238649999999995, 3.24264, 2.762793]"
"[-2.25741, 3.1650600000000004, 2.0879517999999995]"
"[-1.84221, 2.9768999999999997, 1.5177997999999997]"
