"Sensor 5 Average (x, y, z)"
"[-2.9146799999999997, -0.609945, 0.912461]"
"[-3.033285, -0.33114, 0.9804146]"
"[-3.0789299999999997, -0.02466, 1.0114874]"
"[-3.048375, 0.28251, 0.9931679999999997]"
"[-2.9426099999999997, 0.5712600000000001, 0.9285297999999998]"
"[-2.778945, 0.91587, 0.8590757999999998]"
"[-3.4547399999999993, -0.6947399999999999, 1.5357078]"
"[-3.5847749999999996, -0.315225, 1.6318543999999997]"
"[-3.61716, 0.09411, 1.6591762]"
"[-3.5537850000000004, 0.4973099999999999, 1.6084530000000004]"
"[-3.3933899999999992, 0.8623050000000001, 1.4945920000000004]"
"[-3.1595549999999992, 1.162185, 1.3259664]"
"[-3.8953799999999994, -0.88317, 2.244913]"
"[-4.055789999999999, -0.403755, 2.3897015999999995]"
"[-4.09434, 0.11846999999999999, 2.4246706]"
"[-4.008015, 0.63084, 2.3535468]"
"[-3.8123699999999996, 1.0913399999999998, 2.1835660000000003]"
"[-3.5235749999999992, 1.463625, 1.9317166]"
"[-4.277534999999999, -1.108755, 3.1514691999999997]"
"[-4.46829, -0.5081549999999999, 3.3597828]"
"[-4.515345, 0.14959499999999998, 3.4123210000000004]"
"[-4.408155000000001, 0.79572, 3.306930000000001]"
"[-4.171919999999999, 1.370655, 3.0567262]"
"[-3.8292599999999997, 1.8234599999999999, 2.7020752]"
"[-4.5406949999999995, -1.37553, 4.2698722]"
"[-4.757085, -0.631845, 4.557465]"
"[-4.807589999999999, 0.18632999999999994, 4.6325092]"
"[-4.68639, 0.9925649999999999, 4.483751799999999]"
"[-4.412115, 1.69503, 4.130262400000001]"
"[-4.0182, 2.23794, 3.6352029999999993]"
"[-4.543304999999999, -1.647945, 5.5411708]"
"[-4.7730749999999995, -0.75453, 5.925394200000001]"
"[-4.82331, 0.234525, 6.0221458]"
"[-4.692315, 1.19916, 5.817801]"
"[-4.396169999999999, 2.0380499999999997, 5.347885399999999]"
"[-3.979109999999999, 2.6724149999999995, 4.684272999999999]"
