"Sensor 13 Average (x, y, z)"
"[-0.90747, -1.023285, -0.12489619999999997]"
"[-1.0766849999999997, -1.1095799999999998, -0.06393639999999999]"
"[-1.2755849999999997, -1.1818799999999996, 0.017424]"
"[-1.4943599999999997, -1.2370499999999998, 0.11536139999999999]"
"[-1.7386049999999997, -1.26138, 0.2348368]"
"[-2.113155, -1.2783449999999998, 0.45024100000000006]"
"[-1.01385, -1.2463950000000001, -0.03963959999999998]"
"[-1.218735, -1.36188, 0.05607139999999999]"
"[-1.4546549999999998, -1.4645099999999995, 0.18234699999999998]"
"[-1.7271899999999998, -1.54464, 0.33821920000000005]"
"[-2.026305, -1.585455, 0.5230588]"
"[-2.3505450000000003, -1.5716400000000001, 0.7348572]"
"[-1.04508, -1.438605, 0.031798799999999995]"
"[-1.266675, -1.58979, 0.1619706]"
"[-1.5322949999999997, -1.73115, 0.33262899999999995]"
"[-1.8378749999999995, -1.8454649999999997, 0.544621]"
"[-2.1838649999999995, -1.9187999999999998, 0.8045048]"
"[-2.5610399999999998, -1.9253699999999998, 1.1009548]"
"[-1.0464449999999998, -1.64394, 0.12126619999999999]"
"[-1.2841649999999998, -1.8374400000000002, 0.29153740000000006]"
"[-1.5707399999999998, -2.0216700000000003, 0.51546]"
"[-1.9069799999999997, -2.1828600000000002, 0.7968334]"
"[-2.2909349999999997, -2.2955550000000002, 1.144902]"
"[-2.7183149999999996, -2.331465, 1.5509296]"
"[-1.0155299999999998, -1.8576899999999998, 0.21567040000000004]"
"[-1.2589949999999996, -2.09646, 0.4324782]"
"[-1.5545849999999997, -2.33304, 0.714142]"
"[-1.911495, -2.5468499999999996, 1.0791264]"
"[-2.3217000000000003, -2.7099300000000004, 1.5364579999999999]"
"[-2.78871, -2.784855, 2.0756339999999995]"
"[-0.94254, -2.05905, 0.3225376]"
"[-1.177875, -2.34522, 0.5876244]"
"[-1.4676149999999997, -2.6341050000000004, 0.9382581999999999]"
"[-1.8237750000000001, -2.907675, 1.3983486]"
"[-2.238495, -3.124395, 1.9732437999999999]"
"[-2.7105149999999996, -3.24387, 2.6661623999999997]"
