"Sensor 3 Average (x, y, z)"
"[-0.03173999999999999, 0.08732999999999999, 0.260634]"
"[-0.03189, 0.0885, 0.2616988]"
"[-0.030809999999999994, 0.08748, 0.2615052]"
"[-0.03171, 0.08843999999999999, 0.2620376]"
"[-0.030419999999999992, 0.08811, 0.26068240000000004]"
"[-0.028169999999999997, 0.08732999999999999, 0.2610212]"
"[-0.02427, 0.08595, 0.2447104]"
"[-0.023519999999999996, 0.08523, 0.2399188]"
"[-0.023249999999999996, 0.08643, 0.23962839999999996]"
"[-0.02457, 0.08615999999999999, 0.2373052]"
