"Sensor 14 Average (x, y, z)"
"[-0.07488, -0.06156, 0.2584076]"
"[-0.07593, -0.06048000000000001, 0.25792360000000003]"
"[-0.07488, -0.060330000000000016, 0.25322880000000003]"
"[-0.07368, -0.06254999999999998, 0.2546324]"
"[-0.07281, -0.06366, 0.25361599999999995]"
"[-0.07142999999999998, -0.06338999999999997, 0.25468080000000004]"
"[-0.0657, -0.05687999999999999, 0.2420968]"
"[-0.061799999999999994, -0.053970000000000004, 0.23837]"
"[-0.06443999999999998, -0.05472, 0.2414192]"
"[-0.06377999999999999, -0.05511, 0.2437424]"
