values,,position,position,position,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z,x,y,z
Sensor,Sample,,,,,,
0,0,0,0,0,-0.022340555759578894,0.05655526992287918,-0.04643163177867548
0,1,0,0,0,-0.022065124250214223,0.05667156322683316,-0.046394907577426855
0,2,0,0,0,-0.022065124250214223,0.05667156322683316,-0.046394907577426855
0,3,0,0,0,-0.022358917860203206,0.056481821520381933,-0.04650508018117273
0,4,0,0,0,-0.022224262455624925,0.05653078712204677,-0.04647447668013221
0,5,0,0,0,-0.022193658954584406,0.056708287428081774,-0.046419390378259276
0,6,0,0,0,-0.022193658954584406,0.056708287428081774,-0.046419390378259276
0,7,0,0,0,-0.022291590157914064,0.05649406292079814,-0.04645611457950789
0,8,0,0,0,-0.022389521361243725,0.056463459419757625,-0.04660913208471049
0,9,0,0,0,-0.022389521361243725,0.056463459419757625,-0.04660913208471049
0,10,0,0,0,-0.02226710735708165,0.05631656261476313,-0.04679887379116171
0,11,0,0,0,-0.022291590157914064,0.056640959725792625,-0.04674378748928877
0,12,0,0,0,-0.022291590157914064,0.056640959725792625,-0.04674378748928877
0,13,0,0,0,-0.022175296853960094,0.0565858734239197,-0.04647447668013221
0,14,0,0,0,-0.02231607295874648,0.056463459419757625,-0.04656016648304566
0,15,0,0,0,-0.02231607295874648,0.056463459419757625,-0.04656016648304566
0,16,0,0,0,-0.022230383155833026,0.05671440812828987,-0.04650508018117273
0,17,0,0,0,-0.02226710735708165,0.056420614518300896,-0.045954217162443384
0,18,0,0,0,-0.02226710735708165,0.056420614518300896,-0.045954217162443384
0,19,0,0,0,-0.022224262455624925,0.05653078712204677,-0.04671318398824826
0,20,0,0,0,-0.022193658954584406,0.05645733871954952,-0.046309217774513405
0,21,0,0,0,-0.022193658954584406,0.05645733871954952,-0.046309217774513405
0,22,0,0,0,-0.022377279960827518,0.05645733871954952,-0.04674990818949688
0,23,0,0,0,-0.02231607295874648,0.056598114824335896,-0.04656016648304566
0,24,0,0,0,-0.02231607295874648,0.056598114824335896,-0.046449993879299795
0,25,0,0,0,-0.022322193658954582,0.05665932182641694,-0.046449993879299795
0,26,0,0,0,-0.022199779654792508,0.05645733871954952,-0.046425511078467374
0,27,0,0,0,-0.022132451952503365,0.056665442526625046,-0.04674990818949688
0,28,0,0,0,-0.022132451952503365,0.056665442526625046,-0.04674990818949688
0,29,0,0,0,-0.022377279960827518,0.0565858734239197,-0.04667033908679153
0,30,0,0,0,-0.022114089851879053,0.056683804627249354,-0.046664218386583425
0,31,0,0,0,-0.022114089851879053,0.056683804627249354,-0.046664218386583425
0,32,0,0,0,-0.021985555147508877,0.05665932182641694,-0.04651732158158893
0,33,0,0,0,-0.02238340066103562,0.05680621863141143,-0.046394907577426855
0,34,0,0,0,-0.02238340066103562,0.05680621863141143,-0.046394907577426855
0,35,0,0,0,-0.022340555759578894,0.056677683927041256,-0.04635818337617824
0,36,0,0,0,-0.022065124250214223,0.05647570082017382,-0.046780511690537395
0,37,0,0,0,-0.022065124250214223,0.05647570082017382,-0.046780511690537395
0,38,0,0,0,-0.022242624556249237,0.05676949443016281,-0.04665809768637532
0,39,0,0,0,-0.02221814175541682,0.056708287428081774,-0.04652344228179704
0,40,0,0,0,-0.02221814175541682,0.056708287428081774,-0.04652344228179704
0,41,0,0,0,-0.022224262455624925,0.05661035622475211,-0.0463030970743053
0,42,0,0,0,-0.022199779654792508,0.05655526992287918,-0.04649283878075652
0,43,0,0,0,-0.02223650385604113,0.05639001101726038,-0.04674378748928877
0,44,0,0,0,-0.02223650385604113,0.05639001101726038,-0.04674378748928877
0,45,0,0,0,-0.022132451952503365,0.05651854572163055,-0.04672542538866446
0,46,0,0,0,-0.022340555759578894,0.05635940751621985,-0.046449993879299795
0,47,0,0,0,-0.022340555759578894,0.05635940751621985,-0.046449993879299795
0,48,0,0,0,-0.022193658954584406,0.056818460031827646,-0.04637042477659444
0,49,0,0,0,-0.022028400048965602,0.056812339331619534,-0.04686008079324275
0,50,0,0,0,-0.022028400048965602,0.056812339331619534,-0.04686008079324275
0,51,0,0,0,-0.022193658954584406,0.05690414983474109,-0.046547925082629456
0,52,0,0,0,-0.022334435059370793,0.056665442526625046,-0.046554045782837554
0,53,0,0,0,-0.022334435059370793,0.056665442526625046,-0.046554045782837554
0,54,0,0,0,-0.022322193658954582,0.056683804627249354,-0.046664218386583425
0,55,0,0,0,-0.022260986656873545,0.05660423552454401,-0.046321459174929615
0,56,0,0,0,-0.022260986656873545,0.05660423552454401,-0.046321459174929615
0,57,0,0,0,-0.022254865956665443,0.05653078712204677,-0.0466274941853348
0,58,0,0,0,-0.022285469457705962,0.05680621863141143,-0.04660913208471049
0,59,0,0,0,-0.022285469457705962,0.05680621863141143,-0.04660913208471049
0,60,0,0,0,-0.02229771085812217,0.056781735830579015,-0.04671318398824826
0,61,0,0,0,-0.02204064144938181,0.056438976618925205,-0.04648671808054842
0,62,0,0,0,-0.02204064144938181,0.056438976618925205,-0.04648671808054842
0,63,0,0,0,-0.022291590157914064,0.056708287428081774,-0.04657240788346187
0,64,0,0,0,-0.022016158648549396,0.05665932182641694,-0.04652956298200514
0,65,0,0,0,-0.022291590157914064,0.05661647692496021,-0.04660913208471049
0,66,0,0,0,-0.022291590157914064,0.05661647692496021,-0.04660913208471049
0,67,0,0,0,-0.022163055453543887,0.05645121801934141,-0.046407148977843066
0,68,0,0,0,-0.022083486350838535,0.056720528828497985,-0.046694821887623944
0,69,0,0,0,-0.022083486350838535,0.056720528828497985,-0.046694821887623944
0,70,0,0,0,-0.02224874525645734,0.056579752723711595,-0.04673766678908067
0,71,0,0,0,-0.0221875382543763,0.0567450116293304,-0.04664585628595912
0,72,0,0,0,-0.0221875382543763,0.0567450116293304,-0.04664585628595912
0,73,0,0,0,-0.022205900355000613,0.05700820173827886,-0.046762149589913087
0,74,0,0,0,-0.022346676459787,0.05650018362100624,-0.04665809768637532
