"Sensor 3 Average (x, y, z)"
"[0.016860000000000007, -0.07544999999999999, -0.2408868]"
"[0.017010000000000018, -0.09746999999999999, -0.21095140000000004]"
"[0.01491, -0.10927500000000001, -0.17419159999999997]"
"[0.011460000000000019, -0.11083499999999999, -0.13910160000000002]"
"[0.010215000000000009, -0.11005499999999999, -0.10594759999999998]"
"[0.01005000000000001, -0.10269, -0.07642359999999998]"
"[-0.018434999999999986, -0.07501499999999998, -0.240427]"
"[-0.015839999999999986, -0.09449999999999999, -0.20930580000000001]"
"[-0.011444999999999983, -0.10789499999999999, -0.1724976]"
"[-0.009464999999999987, -0.11079000000000001, -0.13677839999999997]"
"[-0.0063449999999999895, -0.10721999999999998, -0.101277]"
"[-0.006929999999999992, -0.09973499999999999, -0.07349539999999999]"
"[-0.049754999999999994, -0.06862499999999999, -0.2280366]"
"[-0.043079999999999986, -0.09024, -0.1953666]"
"[-0.036869999999999986, -0.100965, -0.16059120000000002]"
"[-0.03004499999999999, -0.10608000000000001, -0.13101880000000002]"
"[-0.025424999999999982, -0.10156499999999999, -0.0968484]"
"[-0.019274999999999994, -0.096135, -0.07117219999999999]"
"[-0.07646999999999998, -0.062535, -0.2049256]"
"[-0.06881999999999999, -0.07972499999999999, -0.1782572]"
"[-0.05944499999999999, -0.09308999999999999, -0.1426832]"
"[-0.04942499999999999, -0.09672, -0.1152646]"
"[-0.03904499999999999, -0.093375, -0.08787020000000001]"
"[-0.032489999999999984, -0.08975999999999999, -0.06410579999999999]"
"[-0.09787499999999999, -0.05392499999999999, -0.17332039999999999]"
"[-0.08743499999999998, -0.06940499999999998, -0.1540814]"
"[-0.07472999999999999, -0.08065499999999999, -0.1233716]"
"[-0.06466499999999999, -0.08644499999999998, -0.10105919999999999]"
"[-0.05281499999999999, -0.08331, -0.0749958]"
"[-0.040559999999999985, -0.079995, -0.05696679999999999]"
"[-0.10826999999999999, -0.04329, -0.1406262]"
"[-0.09802499999999999, -0.05986499999999999, -0.1217986]"
"[-0.08387999999999998, -0.06953999999999999, -0.1021724]"
"[-0.072015, -0.07289999999999999, -0.0780692]"
"[-0.05923499999999999, -0.07180499999999998, -0.06233919999999999]"
"[-0.04952999999999999, -0.06816, -0.045738]"
